column,Hold,Buy,Sell
0,0.015384615,0.015384616,0.015384618
1,0.015384615,0.015384616,0.015384618
2,0.015384615,0.015384616,0.015384618
3,0.015384615,0.015384616,0.015384618
4,0.015384615,0.015384616,0.015384618
5,0.015384615,0.015384616,0.015384618
6,0.015384615,0.015384616,0.015384618
7,0.015384615,0.015384616,0.015384618
8,0.015384615,0.015384616,0.015384618
9,0.015384615,0.015384616,0.015384618
10,0.015384615,0.015384616,0.015384618
11,0.015384615,0.015384616,0.015384618
12,0.015384615,0.015384616,0.015384618
13,0.015384615,0.015384616,0.015384618
14,0.015384615,0.015384616,0.015384618
15,0.015384615,0.015384616,0.015384618
16,0.015384615,0.015384616,0.015384618
17,0.015384615,0.015384616,0.015384618
18,0.015384615,0.015384616,0.015384618
19,0.015384615,0.015384616,0.015384618
20,0.015384615,0.015384616,0.015384618
21,0.015384615,0.015384616,0.015384618
22,0.015384615,0.015384616,0.015384618
23,0.015384615,0.015384616,0.015384618
24,0.015384615,0.015384616,0.015384618
25,0.015384615,0.015384616,0.015384618
26,0.015384615,0.015384616,0.015384618
27,0.015384615,0.015384616,0.015384618
28,0.015384615,0.015384616,0.015384618
29,0.015384615,0.015384616,0.015384618
30,0.015384615,0.015384616,0.015384618
31,0.015384615,0.015384616,0.015384618
32,0.015384615,0.015384616,0.015384618
33,0.015384615,0.015384616,0.015384618
34,0.015384615,0.015384616,0.015384618
35,0.015384615,0.015384616,0.015384618
36,0.015384615,0.015384616,0.015384618
37,0.015384615,0.015384616,0.015384618
38,0.015384615,0.015384616,0.015384618
39,0.015384615,0.015384616,0.015384618
40,0.015384615,0.015384616,0.015384618
41,0.015384615,0.015384616,0.015384618
42,0.015384615,0.015384616,0.015384618
43,0.015384615,0.015384616,0.015384618
44,0.015384615,0.015384616,0.015384618
45,0.015384615,0.015384616,0.015384618
46,0.015384615,0.015384616,0.015384618
47,0.015384615,0.015384616,0.015384618
48,0.015384615,0.015384616,0.015384618
49,0.015384615,0.015384616,0.015384618
50,0.015384615,0.015384616,0.015384618
51,0.015384615,0.015384616,0.015384618
52,0.015384615,0.015384616,0.015384618
53,0.015384615,0.015384616,0.015384618
54,0.015384615,0.015384616,0.015384618
55,0.015384615,0.015384616,0.015384618
56,0.015384615,0.015384616,0.015384618
57,0.015384615,0.015384616,0.015384618
58,0.015384615,0.015384616,0.015384618
59,0.015384615,0.015384616,0.015384618
60,0.015384615,0.015384616,0.015384618
61,0.015384615,0.015384616,0.015384618
62,0.015384615,0.015384616,0.015384618
63,0.015384615,0.015384616,0.015384618
64,0.015384615,0.015384616,0.015384618
