column,Hold,Buy,Sell
0,0.015384615,0.015384611,0.015384617
1,0.015384615,0.015384611,0.015384617
2,0.015384615,0.015384611,0.015384617
3,0.015384615,0.015384611,0.015384617
4,0.015384615,0.015384611,0.015384617
5,0.015384615,0.015384611,0.015384617
6,0.015384615,0.015384611,0.015384617
7,0.015384615,0.015384611,0.015384617
8,0.015384615,0.015384611,0.015384617
9,0.015384615,0.015384611,0.015384617
10,0.015384615,0.015384611,0.015384617
11,0.015384615,0.015384611,0.015384617
12,0.015384615,0.015384611,0.015384617
13,0.015384615,0.015384611,0.015384617
14,0.015384615,0.015384611,0.015384617
15,0.015384615,0.015384611,0.015384617
16,0.015384615,0.015384611,0.015384617
17,0.015384615,0.015384611,0.015384617
18,0.015384615,0.015384611,0.015384617
19,0.015384615,0.015384611,0.015384617
20,0.015384615,0.015384611,0.015384617
21,0.015384615,0.015384611,0.015384617
22,0.015384615,0.015384611,0.015384617
23,0.015384615,0.015384611,0.015384617
24,0.015384615,0.015384611,0.015384617
25,0.015384615,0.015384611,0.015384617
26,0.015384615,0.015384611,0.015384617
27,0.015384615,0.015384611,0.015384617
28,0.015384615,0.015384611,0.015384617
29,0.015384615,0.015384611,0.015384617
30,0.015384615,0.015384611,0.015384617
31,0.015384615,0.015384611,0.015384617
32,0.015384615,0.015384611,0.015384617
33,0.015384615,0.015384611,0.015384617
34,0.015384615,0.015384611,0.015384617
35,0.015384615,0.015384611,0.015384617
36,0.015384615,0.015384611,0.015384617
37,0.015384615,0.015384611,0.015384617
38,0.015384615,0.015384611,0.015384617
39,0.015384615,0.015384611,0.015384617
40,0.015384615,0.015384611,0.015384617
41,0.015384615,0.015384611,0.015384617
42,0.015384615,0.015384611,0.015384617
43,0.015384615,0.015384611,0.015384617
44,0.015384615,0.015384611,0.015384617
45,0.015384615,0.015384611,0.015384617
46,0.015384615,0.015384611,0.015384617
47,0.015384615,0.015384611,0.015384617
48,0.015384615,0.015384611,0.015384617
49,0.015384615,0.015384611,0.015384617
50,0.015384615,0.015384611,0.015384617
51,0.015384615,0.015384611,0.015384617
52,0.015384615,0.015384611,0.015384617
53,0.015384615,0.015384611,0.015384617
54,0.015384615,0.015384611,0.015384617
55,0.015384615,0.015384611,0.015384617
56,0.015384615,0.015384611,0.015384617
57,0.015384615,0.015384611,0.015384617
58,0.015384615,0.015384611,0.015384617
59,0.015384615,0.015384611,0.015384617
60,0.015384615,0.015384611,0.015384617
61,0.015384615,0.015384611,0.015384617
62,0.015384615,0.015384611,0.015384617
63,0.015384615,0.015384611,0.015384617
64,0.015384615,0.015384611,0.015384617
